2.098204e-03	5.043467e-03	7.769864e-03	3.375688e-03	2.462932e-03	5.060624e-03	8.545793e-03	8.692328e-03	5.731061e-03	5.269685e-03	1.674671e-02	1.491024e-02	2.423330e-03	5.257814e-03	1.068206e-02	7.230630e-03	4.666964e-03	1.120596e-02	1.726350e-02	7.419939e-03	4.683449e-03	9.621905e-03	1.613601e-02	1.645210e-02	1.186588e-02	1.089732e-02	3.463417e-02	3.076082e-02	1.179556e-02	2.586807e-02	5.258165e-02	3.533685e-02	7.372599e-03	1.763308e-02	2.707466e-02	1.160525e-02	3.327147e-03	6.809480e-03	1.142685e-02	1.168988e-02	1.586514e-02	1.465686e-02	4.641983e-02	4.128284e-02	1.372200e-02	3.014137e-02	6.130445e-02	4.115389e-02	3.416395e-03	8.135937e-03	1.249147e-02	5.373303e-03	3.651408e-03	7.455215e-03	1.250998e-02	1.277565e-02	1.109134e-02	1.028307e-02	3.243009e-02	2.890085e-02	7.324924e-03	1.590753e-02	3.241197e-02	2.186500e-02	
6.584079e-03	3.797463e-03	4.566519e-03	2.606055e-03	9.183069e-03	9.168362e-03	7.292003e-03	1.637506e-02	2.858024e-02	5.460051e-03	5.972130e-03	2.458703e-02	7.459540e-03	4.361687e-03	7.585650e-03	8.367298e-03	5.304481e-03	3.082281e-03	3.644247e-03	2.093927e-03	6.369731e-03	6.272361e-03	5.066968e-03	1.123816e-02	2.148379e-02	4.143591e-03	4.471841e-03	1.851945e-02	1.333469e-02	7.822441e-03	1.349266e-02	1.496012e-02	1.677766e-02	9.686690e-03	1.144963e-02	6.639348e-03	9.004237e-03	8.964876e-03	7.144891e-03	1.599303e-02	5.760806e-02	1.102007e-02	1.203135e-02	4.957127e-02	3.110300e-02	1.825281e-02	3.158740e-02	3.491147e-02	1.326139e-02	7.662113e-03	9.101174e-03	5.241234e-03	1.691021e-02	1.683076e-02	1.344816e-02	2.998561e-02	6.937839e-02	1.331301e-02	1.448322e-02	5.980546e-02	2.823637e-02	1.663559e-02	2.886278e-02	3.185163e-02	
1.137686e-02	1.733890e-02	1.083960e-02	2.372002e-03	4.494285e-03	9.090745e-03	5.777343e-03	4.866173e-03	1.431376e-02	3.290670e-03	3.291487e-03	7.865647e-03	3.465512e-03	4.385044e-03	5.370083e-03	3.359924e-03	1.237406e-02	1.747309e-02	9.948617e-03	1.671191e-03	8.095278e-03	1.481018e-02	8.830260e-03	9.500938e-03	1.308804e-02	5.632346e-03	5.769750e-03	8.461880e-03	1.232740e-02	2.766748e-02	1.684283e-02	1.675416e-02	4.573704e-02	8.767609e-02	3.770804e-02	5.929117e-03	7.587476e-03	1.343850e-02	6.187343e-03	6.723597e-03	1.862432e-02	5.003673e-03	4.079671e-03	9.250881e-03	2.868842e-02	5.054674e-02	4.125737e-02	3.199067e-02	2.431059e-02	3.554284e-02	1.695385e-02	3.326042e-03	9.677895e-03	1.728705e-02	1.080908e-02	9.298797e-03	3.851304e-02	1.271817e-02	9.824141e-03	2.047314e-02	1.847293e-02	2.158601e-02	3.141780e-02	1.861379e-02	
3.072256e-02	4.921149e-02	1.076357e-02	3.101313e-03	4.947202e-02	6.068755e-02	1.918719e-02	2.868414e-02	4.713837e-02	3.284085e-03	3.625984e-03	2.140166e-02	5.032317e-03	4.064917e-03	3.007116e-03	1.194003e-03	1.541232e-02	1.054206e-02	2.815837e-03	1.083946e-03	2.431424e-02	1.031512e-02	7.132972e-03	1.286413e-02	1.739465e-02	1.617844e-03	2.555976e-03	1.003556e-02	1.044479e-02	9.198207e-03	4.550275e-03	6.196234e-03	3.913503e-02	3.225861e-02	1.079298e-02	2.352538e-03	1.387373e-02	6.286731e-03	2.005208e-03	4.479194e-03	1.611750e-02	5.206342e-04	4.690658e-04	5.857844e-03	1.607540e-02	1.321968e-02	8.832567e-03	7.923896e-03	3.327849e-02	2.477100e-02	3.900455e-03	1.004310e-03	4.158485e-02	3.437426e-02	9.781656e-03	1.844452e-02	5.959966e-02	5.552807e-03	5.561265e-03	2.417433e-02	2.699911e-02	1.862235e-02	1.914038e-02	5.956703e-03	
3.233392e-02	5.620273e-02	2.521849e-02	4.793266e-03	3.266640e-02	5.127836e-02	1.747832e-02	1.536008e-02	1.235907e-02	1.534989e-03	6.163121e-03	8.215284e-03	2.657479e-03	1.799704e-03	2.690352e-03	3.948611e-04	6.825878e-02	3.361659e-02	2.116981e-02	6.200512e-03	3.802201e-02	3.303766e-02	2.145856e-02	1.914543e-02	1.728532e-02	1.778077e-03	6.740562e-03	1.230308e-02	1.877864e-02	2.219229e-02	1.615994e-02	7.341120e-03	6.657538e-02	4.464925e-02	2.400978e-02	5.015784e-03	4.467371e-03	4.195351e-03	9.568270e-04	1.355821e-03	6.946451e-03	2.888888e-04	1.041605e-03	3.935347e-03	1.889167e-02	1.940914e-02	1.605104e-02	7.117545e-03	3.389731e-02	1.691645e-02	6.536307e-03	1.201549e-03	1.369211e-02	1.710961e-02	4.242306e-03	1.006113e-02	1.667567e-02	1.569352e-03	7.019118e-03	1.026620e-02	9.881525e-03	4.456269e-03	6.129239e-03	8.038039e-04	
1.049295e-01	2.342008e-02	4.471303e-02	2.800232e-02	4.446355e-02	2.158049e-02	2.489740e-02	6.044360e-02	2.280020e-02	1.714493e-03	1.494840e-02	3.747182e-02	6.184123e-03	2.170439e-03	6.765409e-03	2.091476e-03	4.822511e-02	8.636866e-03	1.891498e-02	1.307093e-02	3.151238e-02	1.476082e-02	2.096825e-02	3.837953e-02	1.079442e-02	1.264411e-03	1.124850e-02	2.082868e-02	1.280713e-02	8.156891e-03	1.745588e-02	7.502650e-03	3.350274e-02	4.707527e-03	9.061477e-03	5.994767e-03	1.536046e-03	1.042566e-03	8.989627e-04	1.693875e-03	5.936518e-03	4.256676e-04	4.181751e-03	1.042076e-02	1.178619e-02	5.698813e-03	1.184550e-02	5.389403e-03	3.069435e-02	5.117671e-03	9.336332e-03	5.061009e-03	1.424840e-02	7.971283e-03	7.673936e-03	1.796387e-02	9.396888e-03	1.063761e-03	1.065659e-02	1.991329e-02	7.267252e-03	1.870544e-03	4.738622e-03	1.780912e-03	
4.388096e-02	2.315061e-02	7.821278e-02	7.210714e-02	7.403742e-03	3.306818e-03	9.509252e-03	2.166229e-02	9.883255e-03	2.662189e-03	3.711978e-02	3.236059e-02	1.245235e-02	6.263422e-03	2.309327e-02	1.031998e-02	2.008428e-02	9.625269e-03	3.198356e-02	3.006712e-02	8.696845e-03	3.432831e-03	1.055537e-02	2.267015e-02	6.016490e-03	2.000595e-03	2.738470e-02	1.903672e-02	2.227178e-02	1.611236e-02	4.954128e-02	3.055536e-02	1.295030e-02	5.340574e-03	1.783051e-02	1.280636e-02	7.762655e-04	3.865468e-04	1.006377e-03	2.298999e-03	4.704355e-03	1.590691e-03	1.948988e-02	1.525031e-02	1.780292e-02	1.163773e-02	3.723316e-02	2.196074e-02	7.790962e-03	4.564693e-03	1.374656e-02	1.194234e-02	3.371651e-03	1.470637e-03	4.096540e-03	8.957715e-03	5.079416e-03	1.798454e-03	1.924986e-02	1.467767e-02	3.957118e-03	1.964742e-03	7.147486e-03	3.695095e-03	
5.121468e-03	1.163918e-02	3.145995e-02	3.648611e-02	4.862280e-03	1.818207e-03	9.892146e-03	2.610851e-02	1.351578e-02	6.286587e-03	6.780375e-02	5.416730e-02	1.881968e-02	1.340322e-02	5.630784e-02	3.839222e-02	1.502308e-03	2.216240e-03	6.328255e-03	1.020156e-02	1.233172e-03	3.105639e-04	2.014003e-03	5.039093e-03	2.322452e-03	1.108601e-03	1.271957e-02	9.016925e-03	6.739361e-03	5.321975e-03	2.327681e-02	2.025100e-02	2.448850e-03	3.116885e-03	8.848379e-03	1.126940e-02	7.707866e-04	3.645833e-04	1.633128e-03	5.283430e-03	9.816355e-03	4.867615e-03	4.888622e-02	3.967403e-02	1.079236e-02	8.728180e-03	3.355387e-02	2.825088e-02	4.326411e-03	8.140647e-03	2.159683e-02	2.242029e-02	4.177089e-03	1.699498e-03	8.192215e-03	2.190946e-02	1.025822e-02	6.128566e-03	6.024819e-02	4.038022e-02	1.205927e-02	6.193399e-03	2.938529e-02	1.889321e-02	
4.444110e-04	3.361702e-03	5.449862e-03	4.143062e-03	2.938630e-03	1.331839e-03	7.864878e-03	1.297760e-02	5.303039e-03	5.811226e-03	3.456299e-02	2.255596e-02	7.589783e-03	9.863166e-03	3.336024e-02	2.956417e-02	4.946337e-04	2.167411e-03	3.743635e-03	4.637984e-03	5.980108e-04	1.475443e-04	1.328283e-03	2.119014e-03	1.769906e-03	1.418203e-03	1.079789e-02	7.745497e-03	5.162656e-03	5.254642e-03	2.307381e-02	2.484939e-02	1.741743e-03	8.088646e-03	1.290445e-02	1.317796e-02	2.108201e-03	8.861307e-04	5.721209e-03	9.675828e-03	1.782537e-02	1.434995e-02	8.943792e-02	6.804448e-02	1.432410e-02	1.601350e-02	5.632856e-02	5.657232e-02	2.133144e-03	1.122591e-02	1.900937e-02	1.604224e-02	3.658377e-03	1.765389e-03	1.042456e-02	1.779845e-02	1.195421e-02	1.115824e-02	6.989835e-02	4.951302e-02	1.429617e-02	1.175654e-02	4.295408e-02	3.678053e-02	
1.248119e-04	1.901254e-03	1.938405e-03	8.493167e-04	1.705842e-03	1.950804e-03	1.133995e-02	9.846874e-03	2.687372e-03	6.298602e-03	1.890854e-02	1.321300e-02	2.870241e-03	6.420579e-03	1.582246e-02	1.288811e-02	3.467050e-04	3.153458e-03	3.592727e-03	2.210328e-03	3.994268e-04	2.100704e-04	1.859154e-03	1.662252e-03	1.664319e-03	3.172634e-03	1.223301e-02	8.268967e-03	2.812232e-03	5.373158e-03	1.756277e-02	1.682274e-02	1.227165e-03	1.360055e-02	1.457401e-02	7.450793e-03	2.808291e-03	2.000979e-03	1.542333e-02	1.250503e-02	1.692285e-02	2.719846e-02	9.302993e-02	6.754591e-02	1.112964e-02	2.139147e-02	6.124140e-02	5.409660e-02	1.224858e-03	1.502808e-02	1.705650e-02	8.063318e-03	3.325609e-03	3.061327e-03	1.978420e-02	1.671672e-02	1.167575e-02	2.263502e-02	7.128906e-02	5.011694e-02	1.264772e-02	2.335953e-02	6.042966e-02	5.132954e-02	
6.930255e-05	1.176798e-03	1.336405e-03	3.410339e-04	9.323164e-04	3.663087e-03	1.914500e-02	9.942946e-03	2.382816e-03	9.221084e-03	1.376232e-02	1.179542e-02	8.182699e-04	3.664240e-03	8.632541e-03	5.458705e-03	2.947040e-04	2.863416e-03	3.838073e-03	1.242976e-03	2.877834e-04	5.953195e-04	4.043097e-03	2.296981e-03	3.062865e-03	1.034112e-02	1.909463e-02	1.590801e-02	1.767023e-03	6.286827e-03	1.820566e-02	1.447135e-02	9.832119e-04	1.238156e-02	1.530063e-02	4.284887e-03	2.303517e-03	5.291312e-03	3.419615e-02	1.751360e-02	1.696634e-02	4.237990e-02	7.066126e-02	6.545299e-02	6.898199e-03	2.400228e-02	6.237407e-02	4.587026e-02	8.609953e-04	1.096201e-02	1.356912e-02	4.067608e-03	1.827146e-03	5.691989e-03	3.296927e-02	1.605628e-02	1.205379e-02	3.596937e-02	5.680988e-02	5.022325e-02	7.022146e-03	2.466748e-02	6.072408e-02	4.272329e-02	
7.872231e-05	1.268640e-03	6.659197e-04	1.949314e-04	4.567624e-04	1.000004e-02	1.135884e-02	5.568138e-03	3.763148e-03	1.567939e-02	3.516311e-03	1.108538e-02	3.108522e-04	3.732149e-03	3.050177e-03	2.843327e-03	2.896097e-04	3.083531e-03	1.540516e-03	4.371059e-04	3.816927e-04	4.298536e-03	6.875707e-03	3.685771e-03	1.045507e-02	3.525054e-02	1.331176e-02	3.133614e-02	1.821523e-03	1.477341e-02	1.388430e-02	1.533057e-02	1.526194e-03	1.917792e-02	1.052563e-02	3.236073e-03	2.677568e-03	3.252433e-02	4.045842e-02	2.225117e-02	2.432875e-02	6.742201e-02	1.546648e-02	5.311084e-02	6.208922e-03	4.868057e-02	4.386010e-02	4.463007e-02	8.582559e-04	9.471044e-03	4.765680e-03	1.410658e-03	1.218562e-03	2.168060e-02	2.457665e-02	1.114502e-02	1.971191e-02	6.736679e-02	1.676372e-02	4.609393e-02	4.429019e-03	3.923615e-02	3.405778e-02	3.080066e-02	
3.235881e-04	1.268016e-03	1.090194e-03	7.098465e-05	8.388396e-04	2.082518e-02	9.692313e-03	1.644806e-03	5.197595e-03	5.063940e-03	1.428776e-03	5.807429e-03	2.588993e-04	1.499905e-03	2.575777e-03	9.441872e-04	7.625203e-04	2.166786e-03	1.715887e-03	8.939164e-05	2.330815e-03	4.077542e-02	2.045199e-02	4.945280e-03	1.998018e-02	2.832033e-02	1.017431e-02	2.479479e-02	2.587552e-03	1.640154e-02	1.582487e-02	7.836138e-03	7.171901e-03	2.870543e-02	2.058579e-02	1.795763e-03	7.940717e-03	1.230090e-01	4.448123e-02	1.028778e-02	1.769632e-02	1.130261e-02	3.399333e-03	1.666001e-02	8.766628e-03	5.248154e-02	5.413851e-02	2.623962e-02	1.977766e-03	6.217909e-03	4.327997e-03	2.466440e-04	3.062673e-03	7.124619e-02	2.711931e-02	4.994109e-03	2.651072e-02	3.150368e-02	9.771035e-03	2.706692e-02	5.610623e-03	3.233103e-02	4.056468e-02	1.509830e-02	
